CustomerID,TotalRevenue,AvgRevenuePerTransaction,TotalTransactions,TotalQuantity,TotalOrders,UniqueProducts,FirstPurchase,LastPurchase,Country,Recency,Frequency,Monetary,AOV,CustomerLifetime,Cluster,Segment
C10580,16123.3,2303.328571428571,7,18,3,6,2025-07-03 10:36:00,2025-09-26 21:12:00,Germany,62,3,16123.3,5374.433333333333,85,1,Champions (High-Value Loyal)
C10581,2022.72,1011.36,2,4,1,2,2025-03-02 08:45:00,2025-03-02 08:45:00,United Kingdom,271,1,2022.72,2022.72,0,2,Low-Value Customers
C10583,20364.16,2545.52,8,22,2,8,2025-07-17 13:45:00,2025-08-04 13:34:00,EIRE,116,2,20364.16,10182.08,17,0,Recent Moderate Buyers
C10584,15595.71,3898.9275,4,30,2,4,2025-02-04 09:52:00,2025-02-12 13:14:00,United Kingdom,289,2,15595.71,7797.855,8,3,At-Risk Big Spenders
C10585,24403.31,1877.1776923076925,13,28,4,11,2025-03-21 13:10:00,2025-07-04 11:26:00,Netherlands,147,4,24403.31,6100.8275,104,1,Champions (High-Value Loyal)
C10586,9831.650000000001,1966.3300000000004,5,14,2,5,2025-07-27 21:58:00,2025-11-27 14:18:00,United Kingdom,1,2,9831.650000000001,4915.825000000001,122,0,Recent Moderate Buyers
C10587,22735.910000000003,1894.659166666667,12,31,4,12,2025-01-16 18:21:00,2025-11-07 08:29:00,United Kingdom,21,4,22735.910000000003,5683.977500000001,294,1,Champions (High-Value Loyal)
C10588,26297.510000000002,2629.751,10,21,2,9,2025-01-23 21:51:00,2025-07-29 11:12:00,India,122,2,26297.510000000002,13148.755000000001,186,0,Recent Moderate Buyers
C10589,8256.19,1376.0316666666668,6,16,2,6,2025-02-18 10:20:00,2025-11-03 16:55:00,United Kingdom,25,2,8256.19,4128.095,258,0,Recent Moderate Buyers
C10590,13997.28,1749.66,8,21,3,8,2025-03-29 14:37:00,2025-07-13 09:22:00,United Kingdom,138,3,13997.28,4665.76,105,1,Champions (High-Value Loyal)
C10591,3178.46,3178.46,1,2,1,1,2025-07-30 16:28:00,2025-07-30 16:28:00,EIRE,121,1,3178.46,3178.46,0,2,Low-Value Customers
C10592,21894.72,2736.84,8,36,2,8,2025-03-12 12:34:00,2025-11-24 13:58:00,United Kingdom,4,2,21894.72,10947.36,257,0,Recent Moderate Buyers
C10593,951.8299999999999,475.91499999999996,2,3,1,2,2025-02-18 17:21:00,2025-02-18 17:21:00,United Kingdom,283,1,951.8299999999999,951.8299999999999,0,2,Low-Value Customers
C10594,17787.68,2541.097142857143,7,21,3,7,2025-09-06 16:19:00,2025-10-07 14:23:00,France,52,3,17787.68,5929.2266666666665,30,1,Champions (High-Value Loyal)
C10595,3012.96,3012.96,1,6,1,1,2025-03-03 12:54:00,2025-03-03 12:54:00,United Kingdom,270,1,3012.96,3012.96,0,3,At-Risk Big Spenders
C10597,24559.57,1444.6805882352942,17,46,5,13,2025-04-07 17:04:00,2025-11-20 15:06:00,India,8,5,24559.57,4911.914,226,1,Champions (High-Value Loyal)
C10599,11057.29,2211.458,5,15,1,5,2025-10-20 10:28:00,2025-10-20 10:28:00,United Kingdom,39,1,11057.29,11057.29,0,0,Recent Moderate Buyers
C10600,11099.289999999999,2219.8579999999997,5,9,2,4,2025-10-13 11:20:00,2025-10-22 11:13:00,Portugal,37,2,11099.289999999999,5549.6449999999995,8,0,Recent Moderate Buyers
C10602,28947.46,3216.3844444444444,9,35,2,8,2025-01-10 12:20:00,2025-04-23 12:34:00,Germany,219,2,28947.46,14473.73,103,3,At-Risk Big Spenders
C10603,27708.129999999997,2131.394615384615,13,39,5,9,2025-01-30 20:02:00,2025-08-29 20:31:00,United Kingdom,90,5,27708.129999999997,5541.625999999999,211,1,Champions (High-Value Loyal)
C10605,45612.03,3801.0025,12,52,4,12,2025-01-24 16:20:00,2025-09-28 16:54:00,India,61,4,45612.03,11403.0075,247,1,Champions (High-Value Loyal)
C10606,22697.19,2063.380909090909,11,33,2,10,2025-01-12 22:05:00,2025-06-12 13:48:00,India,169,2,22697.19,11348.595,150,3,At-Risk Big Spenders
C10609,34404.01,11468.003333333334,3,26,1,3,2025-06-09 15:48:00,2025-06-09 15:48:00,United Kingdom,172,1,34404.01,34404.01,0,3,At-Risk Big Spenders
C10610,11151.619999999999,2230.3239999999996,5,20,2,5,2025-04-12 20:12:00,2025-09-27 21:18:00,United Kingdom,61,2,11151.619999999999,5575.8099999999995,168,0,Recent Moderate Buyers
C10611,1204.75,401.5833333333333,3,4,1,3,2025-05-28 08:12:00,2025-05-28 08:12:00,India,184,1,1204.75,1204.75,0,2,Low-Value Customers
C10612,52192.37,6524.04625,8,43,2,8,2025-04-23 08:57:00,2025-09-25 10:17:00,United Kingdom,64,2,52192.37,26096.185,155,0,Recent Moderate Buyers
C10613,14012.22,3503.055,4,12,2,4,2025-05-31 13:52:00,2025-06-16 21:24:00,India,164,2,14012.22,7006.11,16,3,At-Risk Big Spenders
C10614,2624.84,2624.84,1,2,1,1,2025-03-21 14:40:00,2025-03-21 14:40:00,United Kingdom,252,1,2624.84,2624.84,0,2,Low-Value Customers
C10617,4597.21,2298.605,2,6,1,2,2025-08-28 10:56:00,2025-08-28 10:56:00,Germany,92,1,4597.21,4597.21,0,0,Recent Moderate Buyers
C10618,9899.71,1979.9419999999998,5,12,2,5,2025-02-25 18:11:00,2025-07-17 14:43:00,United Kingdom,134,2,9899.71,4949.855,141,0,Recent Moderate Buyers
C10619,15189.26,1168.4046153846155,13,23,4,10,2025-01-23 11:28:00,2025-09-22 15:31:00,India,67,4,15189.26,3797.315,242,1,Champions (High-Value Loyal)
C10620,14346.380000000001,2049.4828571428575,7,18,3,6,2025-04-18 21:07:00,2025-10-22 12:56:00,United Kingdom,37,3,14346.380000000001,4782.126666666667,186,1,Champions (High-Value Loyal)
C10621,3440.1299999999997,1720.0649999999998,2,5,2,2,2025-04-26 19:58:00,2025-10-30 17:19:00,United Kingdom,29,2,3440.1299999999997,1720.0649999999998,186,0,Recent Moderate Buyers
C10622,5035.1,2517.55,2,3,2,2,2025-04-12 11:37:00,2025-07-26 09:37:00,United Kingdom,125,2,5035.1,2517.55,104,0,Recent Moderate Buyers
C10625,2195.46,2195.46,1,3,1,1,2025-01-27 10:59:00,2025-01-27 10:59:00,United Kingdom,305,1,2195.46,2195.46,0,2,Low-Value Customers
C10627,5677.55,1419.3875,4,12,2,4,2025-08-29 16:13:00,2025-11-17 11:58:00,United Kingdom,11,2,5677.55,2838.775,79,0,Recent Moderate Buyers
C10628,8265.47,1653.0939999999998,5,13,2,4,2025-05-16 16:20:00,2025-05-26 10:04:00,United Kingdom,186,2,8265.47,4132.735,9,3,At-Risk Big Spenders
C10629,9044.6,1292.0857142857144,7,20,2,7,2025-06-19 20:55:00,2025-08-14 18:33:00,United Kingdom,106,2,9044.6,4522.3,55,0,Recent Moderate Buyers
C10631,6982.46,1745.615,4,12,1,4,2025-02-11 18:36:00,2025-02-11 18:36:00,Canada,290,1,6982.46,6982.46,0,3,At-Risk Big Spenders
C10633,1877.6799999999998,938.8399999999999,2,3,1,2,2025-08-07 14:54:00,2025-08-07 14:54:00,United Kingdom,113,1,1877.6799999999998,1877.6799999999998,0,2,Low-Value Customers
C10634,9365.130000000001,1170.6412500000001,8,16,4,7,2025-01-24 11:44:00,2025-07-22 20:24:00,United Kingdom,128,4,9365.130000000001,2341.2825000000003,179,1,Champions (High-Value Loyal)
C10635,8138.509999999999,2034.6274999999998,4,9,1,4,2025-09-17 18:19:00,2025-09-17 18:19:00,United Kingdom,72,1,8138.509999999999,8138.509999999999,0,0,Recent Moderate Buyers
C10636,12826.55,2565.31,5,19,2,5,2025-07-03 10:36:00,2025-08-06 09:28:00,United Kingdom,114,2,12826.55,6413.275,33,0,Recent Moderate Buyers
C10637,11912.73,1489.09125,8,34,2,8,2025-04-03 14:28:00,2025-11-13 16:56:00,United Kingdom,15,2,11912.73,5956.365,224,0,Recent Moderate Buyers
C10638,2815.45,1407.725,2,3,1,2,2025-06-22 22:53:00,2025-06-22 22:53:00,United Kingdom,158,1,2815.45,2815.45,0,2,Low-Value Customers
C10639,11554.95,2310.9900000000002,5,9,2,5,2025-05-04 13:27:00,2025-07-19 08:00:00,United Kingdom,132,2,11554.95,5777.475,75,0,Recent Moderate Buyers
C10641,29436.83,4205.261428571429,7,26,2,6,2025-04-28 10:42:00,2025-05-13 21:41:00,Canada,198,2,29436.83,14718.415,15,3,At-Risk Big Spenders
C10642,22688.54,2268.8540000000003,10,29,4,8,2025-01-02 15:32:00,2025-10-01 21:10:00,United Kingdom,57,4,22688.54,5672.135,272,1,Champions (High-Value Loyal)
C10643,11913.41,1701.9157142857143,7,19,2,6,2025-02-14 15:10:00,2025-09-22 21:11:00,India,66,2,11913.41,5956.705,220,0,Recent Moderate Buyers
C10644,581.6700000000001,290.83500000000004,2,2,1,2,2025-08-11 18:20:00,2025-08-11 18:20:00,United Kingdom,109,1,581.6700000000001,581.6700000000001,0,2,Low-Value Customers
C10645,12384.02,4128.006666666667,3,14,1,3,2025-01-31 22:06:00,2025-01-31 22:06:00,Netherlands,300,1,12384.02,12384.02,0,3,At-Risk Big Spenders
C10646,11264.08,2816.02,4,16,1,4,2025-06-25 11:25:00,2025-06-25 11:25:00,United Kingdom,156,1,11264.08,11264.08,0,3,At-Risk Big Spenders
C10647,24087.78,2007.3149999999998,12,29,3,10,2025-05-07 08:17:00,2025-10-20 22:58:00,Netherlands,38,3,24087.78,8029.259999999999,166,1,Champions (High-Value Loyal)
C10648,2049.04,2049.04,1,2,1,1,2025-06-20 18:03:00,2025-06-20 18:03:00,United Kingdom,161,1,2049.04,2049.04,0,2,Low-Value Customers
C10649,8806.84,1761.368,5,11,2,5,2025-06-08 11:33:00,2025-07-16 12:30:00,United Kingdom,135,2,8806.84,4403.42,38,0,Recent Moderate Buyers
C10650,1019.5899999999999,509.79499999999996,2,3,1,2,2025-05-30 20:24:00,2025-05-30 20:24:00,United Kingdom,181,1,1019.5899999999999,1019.5899999999999,0,2,Low-Value Customers
C10651,550.93,275.465,2,2,1,2,2025-09-03 21:51:00,2025-09-03 21:51:00,United Kingdom,85,1,550.93,550.93,0,2,Low-Value Customers
C10652,21540.66,2154.066,10,36,3,8,2025-01-05 13:00:00,2025-03-09 10:42:00,United Kingdom,264,3,21540.66,7180.22,62,3,At-Risk Big Spenders
C10653,3068.79,3068.79,1,3,1,1,2025-06-04 14:25:00,2025-06-04 14:25:00,Portugal,177,1,3068.79,3068.79,0,2,Low-Value Customers
C10655,4572.67,1143.1675,4,7,1,4,2025-01-24 20:42:00,2025-01-24 20:42:00,EIRE,307,1,4572.67,4572.67,0,3,At-Risk Big Spenders
C10656,15191.16,3797.79,4,9,1,4,2025-11-24 16:19:00,2025-11-24 16:19:00,United Kingdom,4,1,15191.16,15191.16,0,0,Recent Moderate Buyers
C10657,19219.48,2135.4977777777776,9,23,4,8,2025-02-08 12:55:00,2025-11-16 13:03:00,United Kingdom,12,4,19219.48,4804.87,281,1,Champions (High-Value Loyal)
C10658,21806.7,2422.9666666666667,9,35,3,9,2025-03-25 21:14:00,2025-09-09 15:10:00,India,80,3,21806.7,7268.900000000001,167,1,Champions (High-Value Loyal)
C10659,8066.95,1344.4916666666666,6,13,1,6,2025-03-25 21:41:00,2025-03-25 21:41:00,United Kingdom,247,1,8066.95,8066.95,0,3,At-Risk Big Spenders
C10661,11412.17,1630.31,7,21,2,6,2025-02-13 11:35:00,2025-07-16 13:36:00,United Kingdom,135,2,11412.17,5706.085,153,0,Recent Moderate Buyers
C10662,18156.14,1650.5581818181818,11,21,4,11,2025-03-02 20:01:00,2025-09-20 10:10:00,United Kingdom,69,4,18156.14,4539.035,201,1,Champions (High-Value Loyal)
C10663,36501.4,3650.1400000000003,10,34,3,9,2025-02-13 12:22:00,2025-06-15 08:09:00,Singapore,166,3,36501.4,12167.133333333333,121,1,Champions (High-Value Loyal)
C10664,30239.0,2159.9285714285716,14,41,3,13,2025-02-22 10:29:00,2025-10-14 11:49:00,United Kingdom,45,3,30239.0,10079.666666666666,234,1,Champions (High-Value Loyal)
C10666,11908.84,2977.21,4,16,2,4,2025-03-13 09:36:00,2025-08-14 14:50:00,India,106,2,11908.84,5954.42,154,0,Recent Moderate Buyers
C10668,11873.220000000001,1978.8700000000001,6,15,2,6,2025-05-01 13:29:00,2025-05-20 13:17:00,United Kingdom,192,2,11873.220000000001,5936.610000000001,18,3,At-Risk Big Spenders
C10669,5357.17,1785.7233333333334,3,9,2,3,2025-04-24 16:28:00,2025-11-08 08:07:00,United Kingdom,20,2,5357.17,2678.585,197,0,Recent Moderate Buyers
C10672,19608.21,6536.07,3,10,1,3,2025-01-28 14:32:00,2025-01-28 14:32:00,Netherlands,304,1,19608.21,19608.21,0,3,At-Risk Big Spenders
C10673,28776.49,2616.0445454545456,11,38,3,10,2025-02-09 09:16:00,2025-08-23 18:05:00,Singapore,97,3,28776.49,9592.163333333334,195,1,Champions (High-Value Loyal)
C10676,7697.97,699.8154545454546,11,17,4,9,2025-05-19 13:43:00,2025-09-19 12:10:00,India,70,4,7697.97,1924.4925,122,1,Champions (High-Value Loyal)
C10677,4460.610000000001,892.1220000000001,5,13,2,4,2025-03-13 08:13:00,2025-10-18 11:28:00,Germany,41,2,4460.610000000001,2230.3050000000003,219,0,Recent Moderate Buyers
C10679,24396.660000000003,3485.237142857143,7,25,2,7,2025-03-23 17:03:00,2025-07-02 18:54:00,United Kingdom,149,2,24396.660000000003,12198.330000000002,101,0,Recent Moderate Buyers
C10683,17322.16,2474.594285714286,7,23,2,7,2025-04-14 21:08:00,2025-07-11 19:30:00,United Kingdom,139,2,17322.16,8661.08,87,0,Recent Moderate Buyers
C10684,116064.96000000002,58032.48000000001,2,52,2,2,2025-03-05 20:32:00,2025-09-13 12:36:00,United Kingdom,76,2,116064.96000000002,58032.48000000001,191,1,Champions (High-Value Loyal)
C10686,12571.329999999998,2514.2659999999996,5,16,2,4,2025-02-03 17:31:00,2025-08-21 14:57:00,United Kingdom,99,2,12571.329999999998,6285.664999999999,198,0,Recent Moderate Buyers
C10687,24633.129999999997,4105.5216666666665,6,25,2,5,2025-08-26 15:29:00,2025-11-17 10:49:00,India,11,2,24633.129999999997,12316.564999999999,82,0,Recent Moderate Buyers
C10688,9695.630000000001,2423.9075000000003,4,11,2,4,2025-01-07 21:02:00,2025-06-19 20:07:00,United Kingdom,161,2,9695.630000000001,4847.8150000000005,162,3,At-Risk Big Spenders
C10689,11400.2,1900.0333333333335,6,18,3,6,2025-05-19 09:53:00,2025-08-03 17:32:00,United Kingdom,117,3,11400.2,3800.066666666667,76,1,Champions (High-Value Loyal)
C10690,18387.940000000002,1671.6309090909092,11,25,3,9,2025-03-21 10:49:00,2025-11-06 17:02:00,India,22,3,18387.940000000002,6129.313333333334,230,1,Champions (High-Value Loyal)
C10692,4960.32,2480.16,2,14,1,2,2025-02-02 11:32:00,2025-02-02 11:32:00,United Kingdom,299,1,4960.32,4960.32,0,3,At-Risk Big Spenders
C10696,34978.41,1840.9689473684211,19,47,5,14,2025-01-07 11:26:00,2025-07-08 10:00:00,India,143,5,34978.41,6995.682000000001,181,1,Champions (High-Value Loyal)
C10697,11496.880000000001,3832.2933333333335,3,24,1,3,2025-07-03 11:05:00,2025-07-03 11:05:00,India,148,1,11496.880000000001,11496.880000000001,0,3,At-Risk Big Spenders
C10698,1071.48,535.74,2,6,1,2,2025-07-23 12:34:00,2025-07-23 12:34:00,Portugal,128,1,1071.48,1071.48,0,2,Low-Value Customers
C10699,3546.1,886.525,4,6,1,4,2025-05-28 11:21:00,2025-05-28 11:21:00,United Kingdom,184,1,3546.1,3546.1,0,2,Low-Value Customers
C10701,6678.049999999999,1335.61,5,28,2,5,2025-04-30 21:14:00,2025-06-18 17:40:00,India,163,2,6678.049999999999,3339.0249999999996,48,3,At-Risk Big Spenders
C10703,15175.39,2167.912857142857,7,18,2,6,2025-07-07 17:06:00,2025-11-13 13:59:00,EIRE,15,2,15175.39,7587.695,128,0,Recent Moderate Buyers
C10704,8348.35,2087.0875,4,9,3,4,2025-01-24 08:05:00,2025-10-11 13:44:00,United Kingdom,48,3,8348.35,2782.7833333333333,260,1,Champions (High-Value Loyal)
C10705,26828.41,2682.841,10,28,2,8,2025-01-27 08:15:00,2025-10-11 14:51:00,United Kingdom,48,2,26828.41,13414.205,257,0,Recent Moderate Buyers
C10708,6731.86,1682.965,4,10,1,4,2025-04-15 14:32:00,2025-04-15 14:32:00,United Kingdom,227,1,6731.86,6731.86,0,3,At-Risk Big Spenders
C10709,30886.89,2375.9146153846154,13,39,3,12,2025-05-23 09:28:00,2025-10-29 14:27:00,United Kingdom,30,3,30886.89,10295.63,159,1,Champions (High-Value Loyal)
C10710,51428.100000000006,4285.675,12,52,4,11,2025-08-28 15:20:00,2025-11-07 13:02:00,United Kingdom,21,4,51428.100000000006,12857.025000000001,70,1,Champions (High-Value Loyal)
C10711,6968.8,1161.4666666666667,6,11,2,5,2025-02-04 11:27:00,2025-02-26 12:28:00,India,275,2,6968.8,3484.4,22,3,At-Risk Big Spenders
C10712,1390.17,1390.17,1,1,1,1,2025-04-13 15:20:00,2025-04-13 15:20:00,India,229,1,1390.17,1390.17,0,2,Low-Value Customers
C10715,5152.69,1030.538,5,8,2,5,2025-03-17 20:55:00,2025-07-23 08:33:00,United Kingdom,128,2,5152.69,2576.345,127,0,Recent Moderate Buyers
C10716,5683.76,5683.76,1,4,1,1,2025-07-15 08:21:00,2025-07-15 08:21:00,United Kingdom,136,1,5683.76,5683.76,0,0,Recent Moderate Buyers
C10717,2634.8,1317.4,2,6,1,2,2025-10-15 10:09:00,2025-10-15 10:09:00,United Kingdom,44,1,2634.8,2634.8,0,2,Low-Value Customers
C10720,14105.25,1410.525,10,21,3,10,2025-02-07 11:09:00,2025-09-19 11:44:00,United Kingdom,70,3,14105.25,4701.75,224,1,Champions (High-Value Loyal)
C10721,8297.21,2765.736666666666,3,5,1,3,2025-08-03 13:32:00,2025-08-03 13:32:00,United Kingdom,117,1,8297.21,8297.21,0,0,Recent Moderate Buyers
C10722,50076.1,4552.372727272727,11,38,2,11,2025-02-04 16:45:00,2025-04-06 20:59:00,Australia,235,2,50076.1,25038.05,61,3,At-Risk Big Spenders
C10724,9316.59,2329.1475,4,8,1,4,2025-05-31 08:45:00,2025-05-31 08:45:00,United Kingdom,181,1,9316.59,9316.59,0,3,At-Risk Big Spenders
C10725,58475.82,2542.426956521739,23,83,7,16,2025-01-10 12:35:00,2025-09-26 12:19:00,Australia,63,7,58475.82,8353.68857142857,258,1,Champions (High-Value Loyal)
C10726,6869.4,981.342857142857,7,15,3,7,2025-08-08 13:52:00,2025-09-11 11:09:00,Singapore,78,3,6869.4,2289.7999999999997,33,1,Champions (High-Value Loyal)
C10727,29786.26,2978.6259999999997,10,43,2,9,2025-05-25 19:30:00,2025-11-19 12:24:00,India,9,2,29786.26,14893.13,177,0,Recent Moderate Buyers
C10732,5970.639999999999,1492.6599999999999,4,10,1,4,2025-08-06 19:34:00,2025-08-06 19:34:00,India,113,1,5970.639999999999,5970.639999999999,0,0,Recent Moderate Buyers
C10733,17340.149999999998,2477.1642857142856,7,27,1,7,2025-02-27 15:10:00,2025-02-27 15:10:00,Spain,274,1,17340.149999999998,17340.149999999998,0,3,At-Risk Big Spenders
C10734,11988.82,922.2169230769231,13,24,3,10,2025-03-02 19:58:00,2025-09-18 09:37:00,United Kingdom,71,3,11988.82,3996.273333333333,199,1,Champions (High-Value Loyal)
C10735,24111.4,2009.2833333333335,12,44,3,9,2025-05-28 18:24:00,2025-10-19 15:31:00,India,40,3,24111.4,8037.133333333334,143,1,Champions (High-Value Loyal)
C10736,17749.75,2218.71875,8,21,3,8,2025-01-04 09:31:00,2025-07-27 17:13:00,India,124,3,17749.75,5916.583333333333,204,1,Champions (High-Value Loyal)
C10737,10328.740000000002,1475.534285714286,7,14,1,7,2025-07-05 09:13:00,2025-07-05 09:13:00,United Kingdom,146,1,10328.740000000002,10328.740000000002,0,3,At-Risk Big Spenders
C10738,27240.39,1602.375882352941,17,45,5,13,2025-05-18 19:49:00,2025-11-06 16:30:00,United Kingdom,22,5,27240.39,5448.0779999999995,171,1,Champions (High-Value Loyal)
C10739,53240.09,2420.004090909091,22,60,5,15,2025-03-14 14:56:00,2025-09-18 19:55:00,United Kingdom,70,5,53240.09,10648.018,188,1,Champions (High-Value Loyal)
C10740,8313.900000000001,4156.950000000001,2,18,1,2,2025-07-10 18:32:00,2025-07-10 18:32:00,United Kingdom,141,1,8313.900000000001,8313.900000000001,0,0,Recent Moderate Buyers
C10741,11286.86,3762.286666666667,3,14,1,3,2025-08-03 15:14:00,2025-08-03 15:14:00,India,117,1,11286.86,11286.86,0,0,Recent Moderate Buyers
C10742,7221.88,1805.47,4,14,1,4,2025-04-15 13:40:00,2025-04-15 13:40:00,EIRE,227,1,7221.88,7221.88,0,3,At-Risk Big Spenders
C10743,1363.08,1363.08,1,4,1,1,2025-06-11 16:34:00,2025-06-11 16:34:00,United Kingdom,170,1,1363.08,1363.08,0,2,Low-Value Customers
C10744,20528.29,2932.612857142857,7,20,4,6,2025-03-05 08:38:00,2025-07-26 21:33:00,India,124,4,20528.29,5132.0725,143,1,Champions (High-Value Loyal)
C10745,17365.39,2894.2316666666666,6,20,1,6,2025-10-15 10:24:00,2025-10-15 10:24:00,United Kingdom,44,1,17365.39,17365.39,0,0,Recent Moderate Buyers
C10747,5699.16,1899.72,3,5,2,3,2025-02-18 15:26:00,2025-10-25 09:59:00,France,34,2,5699.16,2849.58,248,0,Recent Moderate Buyers
C10748,9813.66,2453.415,4,9,2,3,2025-03-20 14:25:00,2025-10-08 14:24:00,United Kingdom,51,2,9813.66,4906.83,201,0,Recent Moderate Buyers
C10749,2888.2,962.7333333333332,3,4,2,3,2025-04-18 14:33:00,2025-05-22 20:30:00,United Kingdom,189,2,2888.2,1444.1,34,2,Low-Value Customers
C10751,7467.97,1244.6616666666666,6,12,2,6,2025-04-11 14:37:00,2025-09-26 17:29:00,United Kingdom,63,2,7467.97,3733.985,168,0,Recent Moderate Buyers
C10752,12936.69,1437.41,9,20,3,8,2025-03-27 11:47:00,2025-10-26 19:20:00,Canada,33,3,12936.69,4312.2300000000005,213,1,Champions (High-Value Loyal)
C10754,5791.58,2895.79,2,6,1,2,2025-11-27 14:52:00,2025-11-27 14:52:00,United Kingdom,1,1,5791.58,5791.58,0,0,Recent Moderate Buyers
C10755,13405.66,2681.132,5,15,3,5,2025-03-10 11:53:00,2025-10-31 20:27:00,Canada,27,3,13405.66,4468.553333333333,235,1,Champions (High-Value Loyal)
C10756,1544.13,514.71,3,3,2,3,2025-02-13 17:14:00,2025-06-14 08:29:00,India,167,2,1544.13,772.065,120,2,Low-Value Customers
C10757,15159.38,2165.6257142857144,7,25,2,7,2025-03-19 18:21:00,2025-09-24 19:33:00,United Kingdom,64,2,15159.38,7579.69,189,0,Recent Moderate Buyers
C10758,18665.01,1696.8190909090908,11,30,2,10,2025-11-03 19:55:00,2025-11-07 19:48:00,United Kingdom,20,2,18665.01,9332.505,3,0,Recent Moderate Buyers
C10759,1782.79,891.395,2,5,2,2,2025-01-14 18:05:00,2025-06-22 21:09:00,United Kingdom,158,2,1782.79,891.395,159,2,Low-Value Customers
C10760,36346.97,2795.920769230769,13,61,3,11,2025-01-22 14:01:00,2025-08-11 18:52:00,United Kingdom,109,3,36346.97,12115.656666666668,201,1,Champions (High-Value Loyal)
C10761,20364.72,2036.4720000000002,10,33,3,9,2025-05-17 12:37:00,2025-09-13 11:34:00,Germany,76,3,20364.72,6788.240000000001,118,1,Champions (High-Value Loyal)
C10762,4643.84,2321.92,2,12,2,2,2025-06-19 22:02:00,2025-09-09 18:47:00,India,80,2,4643.84,2321.92,81,0,Recent Moderate Buyers
C10763,3308.3100000000004,1102.7700000000002,3,6,1,3,2025-01-19 18:36:00,2025-01-19 18:36:00,Germany,313,1,3308.3100000000004,3308.3100000000004,0,3,At-Risk Big Spenders
C10764,8546.21,1068.27625,8,22,2,8,2025-07-15 18:16:00,2025-08-11 22:04:00,United Kingdom,108,2,8546.21,4273.105,27,0,Recent Moderate Buyers
C10765,4027.15,671.1916666666667,6,8,2,6,2025-02-05 11:17:00,2025-11-03 12:53:00,United Kingdom,25,2,4027.15,2013.575,271,0,Recent Moderate Buyers
C10766,4945.45,1648.4833333333333,3,9,1,3,2025-05-06 11:06:00,2025-05-06 11:06:00,Spain,206,1,4945.45,4945.45,0,3,At-Risk Big Spenders
C10767,991.4,991.4,1,1,1,1,2025-04-11 19:41:00,2025-04-11 19:41:00,United Kingdom,230,1,991.4,991.4,0,2,Low-Value Customers
C10768,22047.12,4409.424,5,18,2,5,2025-01-04 13:55:00,2025-04-12 14:16:00,India,230,2,22047.12,11023.56,98,3,At-Risk Big Spenders
C10769,19793.82,3958.764,5,20,2,4,2025-03-17 15:55:00,2025-09-30 08:38:00,United Kingdom,59,2,19793.82,9896.91,196,0,Recent Moderate Buyers
C10770,28954.440000000002,1809.6525000000001,16,42,4,13,2025-01-17 11:07:00,2025-07-24 16:46:00,Canada,127,4,28954.440000000002,7238.610000000001,188,1,Champions (High-Value Loyal)
C10771,18152.49,2269.06125,8,27,1,8,2025-03-20 22:14:00,2025-03-20 22:14:00,India,252,1,18152.49,18152.49,0,3,At-Risk Big Spenders
C10772,151.94,151.94,1,1,1,1,2025-04-17 18:57:00,2025-04-17 18:57:00,United Kingdom,225,1,151.94,151.94,0,2,Low-Value Customers
C10773,37697.55,2513.17,15,42,4,11,2025-07-03 12:37:00,2025-07-28 14:19:00,United Kingdom,123,4,37697.55,9424.3875,25,1,Champions (High-Value Loyal)
C10774,7397.5,3698.75,2,6,1,2,2025-05-28 14:28:00,2025-05-28 14:28:00,United Kingdom,184,1,7397.5,7397.5,0,3,At-Risk Big Spenders
C10775,14303.2,1787.9,8,31,3,7,2025-04-27 10:25:00,2025-10-14 16:11:00,United Kingdom,45,3,14303.2,4767.733333333334,170,1,Champions (High-Value Loyal)
C10776,33181.97,3016.5427272727275,11,45,3,10,2025-01-15 13:46:00,2025-10-29 19:35:00,United Kingdom,29,3,33181.97,11060.656666666668,287,1,Champions (High-Value Loyal)
C10777,31814.14,3181.4139999999998,10,26,3,9,2025-01-04 12:51:00,2025-06-13 15:16:00,Singapore,168,3,31814.14,10604.713333333333,160,1,Champions (High-Value Loyal)
C10778,29351.39,3668.92375,8,23,2,7,2025-06-04 12:54:00,2025-09-22 21:23:00,Spain,66,2,29351.39,14675.695,110,0,Recent Moderate Buyers
C10779,1168.18,1168.18,1,2,1,1,2025-10-20 15:08:00,2025-10-20 15:08:00,United Kingdom,39,1,1168.18,1168.18,0,2,Low-Value Customers
C10780,8358.33,2089.5825,4,9,2,4,2025-09-14 10:46:00,2025-10-19 16:50:00,United Kingdom,40,2,8358.33,4179.165,35,0,Recent Moderate Buyers
C10781,7072.74,1768.185,4,7,2,4,2025-01-20 17:20:00,2025-02-28 13:31:00,EIRE,273,2,7072.74,3536.37,38,3,At-Risk Big Spenders
C10783,48352.49,3453.7492857142856,14,36,4,13,2025-01-24 17:11:00,2025-11-03 09:09:00,Germany,25,4,48352.49,12088.1225,282,1,Champions (High-Value Loyal)
C10785,3823.0199999999995,955.7549999999999,4,8,1,4,2025-03-06 20:28:00,2025-03-06 20:28:00,United Kingdom,266,1,3823.0199999999995,3823.0199999999995,0,3,At-Risk Big Spenders
C10786,3681.21,613.535,6,10,4,6,2025-01-05 15:58:00,2025-09-28 19:16:00,EIRE,61,4,3681.21,920.3025,266,1,Champions (High-Value Loyal)
